"","identifier","lines"
"29137","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","shall publish, on the fourteenth day after every meeting of the Monetary Policy Committee,"
"29138","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","the minutes of the proceedings of the meeting which shall include the following, namely:"
"29139","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","     (a) the resolution adopted at the meeting of the Monetary Policy Committee;"
"29140","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","     (b) the vote of each member of the Monetary Policy Committee, ascribed to such member,"
"29141","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","         on the resolution adopted in the said meeting; and"
"29142","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","     (c) the statement of each member of the Monetary Policy Committee under sub-section"
"29143","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","         (11) of section 45ZI on the resolution adopted in the said meeting."
"29144","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","4.      The MPC reviewed the surveys conducted by the Reserve Bank to gauge consumer"
"29145","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","confidence, households’ inflation expectations, corporate sector performance, credit"
"29146","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","conditions, the outlook for the industrial, services and infrastructure sectors, and the"
"29147","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","projections of professional forecasters. The MPC also reviewed in detail staff’s"
"29148","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","macroeconomic projections, and alternative scenarios around various risks to the outlook."
"29149","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","Drawing on the above and after extensive discussions on the stance of monetary policy, the"
"29150","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","MPC adopted the resolution that is set out below."
"29151","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","Resolution"
"29152","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","5.    On the basis of an assessment of the current and evolving macroeconomic situation,"
"29153","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","the Monetary Policy Committee (MPC) at its meeting today decided to:"
"29154","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019",""
"29155","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","           •      reduce the policy repo rate under the liquidity adjustment facility (LAF) by 25 basis"
"29156","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","                  points to 6.0 per cent from 6.25 per cent with immediate effect."
"29157","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019",""
"29158","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","                                              2"
"29159","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019",""
"29160","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","Consequently, the reverse repo rate under the LAF stands adjusted to 5.75 per cent, and the"
"29161","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","marginal standing facility (MSF) rate and the Bank Rate to 6.25 per cent."
"29162","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019",""
"29163","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","The MPC also decided to maintain the neutral monetary policy stance."
"29164","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019",""
"29165","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","These decisions are in consonance with the objective of achieving the medium-term target for"
"29166","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","consumer price index (CPI) inflation of 4 per cent within a band of +/- 2 per cent, while"
"29167","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","supporting growth."
"29168","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019",""
"29169","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","The main considerations underlying the decision are set out in the statement below."
"29170","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019",""
"29171","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","Assessment"
"29172","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019",""
"29173","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","Global Economy"
"29174","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","6.      Since the last MPC meeting in February 2019, global economic activity has been"
"29175","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","losing pace. In the US, the subdued performance in the final quarter of 2018 appears to have"
"29176","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","continued into Q1:2019 as reflected in declining factory activity. The Euro area slowed down"
"29177","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","in Q4:2018 on soft domestic demand and contracting manufacturing activity. Of its"
"29178","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","constituents, the Italian economy contracted for two consecutive quarters in Q3 and Q4. In the"
"29179","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","UK, growth slowed down on Brexit uncertainty, with industrial production contracting during"
"29180","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","September-January. The Japanese economy rebounded in Q4 on increased domestic"
"29181","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","consumption expenditure and recovering investment spending. However, the latest data on"
"29182","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","manufacturing activity and business confidence suggest that growth lost momentum in"
"29183","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","Q1:2019. The monetary policy stances of the US Fed and central banks in other major"
"29184","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","advanced economies (AEs) have turned dovish."
"29185","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","7.      Economic activity also slowed down in some major emerging market economies"
"29186","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","(EMEs). The Chinese economy decelerated in Q4:2018 on subdued domestic and global"
"29187","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","demand impacting industrial activity. Much of this weakness seems to have continued into"
"29188","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","2019 as reflected in low factory output in Q1, though the purchasing managers’ index (PMI)"
"29189","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","moved into expansion zone in March after three months of contraction. In Q1, the Russian"
"29190","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","economy continued to be impacted by both domestic and external headwinds. The Brazilian"
"29191","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","economy ended 2018 on a weak note; going into 2019, available economic indicators for Q1"
"29192","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","suggest that economic activity remained restrained by both weak domestic and external"
"29193","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","demand. The South African economy slowed down in the final quarter of 2018. Subdued"
"29194","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","industrial activity and worsening external demand point to a further loss in momentum in Q1."
"29195","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","8.      Crude oil prices have risen on production cuts by OPEC and Russia as well as"
"29196","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","disruption in supplies due to US sanctions on exports from Venezuela. Gold prices weakened"
"29197","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","on expectations of positive outcomes of the China-US trade deal. Inflation continued to"
"29198","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","remain low in major AEs and many key EMEs due to slowing global growth and stable or"
"29199","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","falling commodity prices."
"29200","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","9.      Financial markets continued to be driven by monetary policy stances of key central"
"29201","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","banks and movements in crude oil prices. In the US, the equity market witnessed some"
"29202","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","selling pressure in the last week of March on weak economic data. Equity markets in EMEs"
"29203","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","gained, benefitting from country-specific factors and easing of global financing conditions."
"29204","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","Bond yields in the US softened, slipped into negative territory in Germany and dipped further"
"29205","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","into negative territory in Japan as central banks signalled softer stances. Bond yields in most"
"29206","Minutes of the Monetary Policy Committee Meeting April 2-4, 2019","EMEs have been falling in tandem with those in AEs and on the improving inflation outlook."
